"cause_area","name","description","address","website","contact_number","email","city"
"welfare-community-development-2","Foundation for Older Persons' Development (FOPDEV)","Foundation for Older Persons' Development (FOPDEV) Foundation for Older Persons"" Development strives to provide helping disadvantage elderly to live with sustainability of income under its four charitable projects to
    develop and give opportunity for elderly living in Northern, Thailand Contact : Foundation for Older Persons' Development 388 (6) Soi 17 Nimmahemin Road, Sub district Suthep Muang Chiang Mai 50200 Tel : 053-215-676","","https://fopdev.or .th/","  053-215-676","info@fopdev.or.th"," "
"welfare-community-development-2","Happy Community Foundation","Happy Community Foundation The vision that drives the foundation is to serve the peoples of the kingdom of Thailand by helping promote education, health, good family values and self-sufficiency at the community level. Happy Community Foundation Tel +66 (0)2 - 3469 - 120 131 Krungthep Kritha 7  Huamark Bangkapi Bangkok,  Thailand 10240","","http://www.happycommunityfoundation.org/","+66 (0)2","hcf.bkk@gmail.com"," "
"welfare-community-development-2","Khon Thai Foundation","Khon Thai Foundation A not-for-profit organization which has
    been established with its purpose to creating social well-being by placing the role of open space (platform) focusing on mechanisms for the participation of all sectors of Thailand to awakening awareness in the role itself in order to solve social problem or
    to be citizenship to contribute to the public (Active Citizen) through a variety of tools, such as the research. Seminar, exhibition / fair idea stage, as well as various forms of activities
    aiming to solving social problems, etc. Contact : Khon Thai Foundation 1 Soi Premier 2, Srinakarindra Rd. Nongbon, Praves, Bangkok, Thailand 10250 Tel : 0-2301-1000 ext. 1038","","http://www.khonthaifoundation.org/","-2301-1000 ","info@khonthaifoundation.org"," "
"welfare-community-development-2","Pfizer Thailand Foundation","Pfizer Thailand Foundation The Pfizer Thailand Foundaation independently run philanthropic organization, it believe in the gift of giving.  Pfizer Thailand Foundation was established in 2001 to give opportunities to the underprivileged in Thailand and neighboring countries enabling them to lead a fulfilling life. Besides having a good health, everybody wishes to have a good life.  The Foundation is committed to bettering the lives of underprivileged people in Thailand and neighboring countries by
    providing opportunities to deserving individuals to improve their lives and to contribute to their respective communities.  We offer opportunities in three areas: education, health and
    wellness and life improvement. Contact : Pfizer Thailand Foundation Floor 37 United Center Building 323 Silom Road, Silom, Bangrak, Bangkok 10500 Tel : 02-665-4555, 02-665-4666","","http://www.pfizerfoundation.or.th","02-665-4555,"," "," "
"welfare-community-development-2","Project L.I.F.E Foundation","Project L.I.F.E Foundation Project L.I.F.E. Foundation has been involved in helping the poor and vulnerable of Thailand, particularly women and children.  All Project
    L.I.F.E projects are funded solely from donation.  All expatriate staff are strictly volunteer and receive no salaries from Project L.I.F.E. Each Project L.I.F.E ministry and the Thai staff are dependent on ""Project
    Partners"" to enable the work to continue. Project Partner are the people or businesses who want to help Thailand's poor and needy. They are LIFE giver. Contact: Project L.I.F.E Foundation P.O. Box 5 Thungsetthi Post Office Bangkok 10263, Thailand.","","http://www.projlife.com"," ","office@projlife.com"," "
"welfare-community-development-2","Thai Fund Foundation","Thai Fund Foundation Thai Fund Foundation strives towards social development from grassroots level leading to positive changing, strengthen balance and sustainable growth. When the society's foundation has been
    developed, which lead to creation of a better society in the future. Contact : Thai Fund Foundation 2044/23 New Petchburi Road Bangkapi, Huaykwang, Bangkok 10310 Tel. (66) 02-318-3959 ext. 503 Fax (66) 02-718-1850","","http://tff.or.th/","(66) 02-318-3959"," "," "
"welfare-community-development-2","Thai-German for Development Foundation (Thai-German Fund)","Thai-German for Development Foundation (Thai-German Fund) The foundation has its purpose to assist  and allocate funds for small projects which further the social and economic development of Thailand, with specific emphasis on income generating
    from agricultural and rural development, support of self - help programs at the grass roots level, and co - operation with other institutions having similar objectives. Contact :","","http://www.tgf.or.th","66 0 - 2938","info@tgf.or.th thaigerfund@gmail.com"," "
"welfare-community-development-2","Radion International - Thailand","Radion International - Thailand RADION International is a Christian relief and development agency. RADION
    International is dedicated to serving the most vulnerable and marginalized communities, by empowering them to overcome poverty and oppression. Contact : THAILAND – NORTHERN PROVINCE HEAD OFFICE
    171 Moo 5, Tambon Padaet Amphur
    Muang, Chiang Mai 50100
    Office : +66 5 344 8630 THAILAND – PHETCHABUN FIELD OFFICE
    25 Moo 4, Tambon Khek Noi Amphur
    Khao Kho, Phetchabun 67280
    Office : +66 5 692 5580","","http://www.radion-international.org"," "," "," "
"welfare-community-development-2","Rak Thai Foundation","Rak Thai Foundation Rak Thai Foundation is a non-profit organization which was the first country In Asia being a member of CARE International, a NGOs, with its aims to strengthen rural communities related with natural and environmental management. Rak Thai Foundation (Bangkok Office) 185 Praditpat Rd. Soi 6 Samsen Nai, Payathai Bangkok, Thailand 10400 Tel : 02-265-6888","","http://www.raksthai.org/","  02-265-6888","info@rakthai.org"," "
"welfare-community-development-2","SocialGiver","SocialGiver Socialgiver is a unique platform that brings hand-picked products and services from leading brands at exclusive rates; such as hotels, restaurants and activities. But not only does Socialgiver
    give the best rates - every baht  spend goes toward creating impact and sustainability for causes you care about most. SocialGiver has been initiated by 2 young Thais new generation who have applied their own experiences on working with NGOs and charities to dedicate and to support other charities projects
    through their own business model on their initiative website. Contact : SocialMotion Co.,Ltd 36/1-3 Pun Rd. Bangrak, Silom, Bangkok 10500","","http://www.socialgiver.com/",NA,"hello@socialgiver.com"," "
"welfare-community-development-2","T.Y.A.P. Foundation","T.Y.A.P. Foundation To create awareness among youth to explore their hidden potential and campaign against HIV/AIDS operating in Northern Thailand. Contact : T.Y.A.P Foundation 56/80 Sanambin Kao Rd. Tumbol Suthep Amphur Meuang Chiang Mai, Thailand 50200 Tel : 006 53 808493 006 53 274157","","http://www.giveasia.org/charity/tyap _foundation","  006 53 808493","tyap@loxinfo.co.th"," "
"welfare-community-development-2","The National council on Social Welfare of Thailand","The National council on Social Welfare of Thailand The council has its mission for Thai social as the list following : • Provide social services to the needy and vulnerable group. • Promote the prevention of social problems, social problem solving and social development. • Collaborate with member organizations, government, non-government agencies, local and    international organizations, especially in ASEAN region. Contact : 257 Mahidol Building, Rajathevi Rd, Bangkok, Thailand 10400 Tel : +662 354-7533-37","","http://www.ncswt.or.th","+662 354-7533-37"," "," "
"welfare-community-development-2","Urban Development Institute Foundation","Urban Development Institute Foundation Urban Development Institute Foundation has been updated its status from the Center of Study on the problem of Chiang Mai with its major aims to : 1. Education and research for tracking changes and problems that occur in the city. 2. dissemination of knowledge and to educate the public about the problems of the city. 3. push for changes in policies and concrete solution, with public participation. 4. promote local culture. Contact : Urban development Institute Foundation 2nd floor Bhudha Satharn Chiang Mai Building No.1 Tapae, Chang Klan, Mueang Chiang Mai, Thailand 50100 Tel : 053-274-817","","http://udif.org/","  053-274-817","udif@udif.org"," "
"welfare-community-development-2","YWAM Thailand","YWAM Thailand Mission Statement YWAM Thailand is committed to expressing the Kingdom of God through training, evangelism and mercy ministries in partnership with local churches and other organizations. Vision Statement Living the Kingdom, transforming lives, impacting the nations. YWAM Thailand P.O. Box 20 Thungsetthi Bangkok 10263 THAILAND Tel: 66-2-752-818","","http://www.ywamthai.org/"," 66-2-752-818"," "," "
"youth-education","Amir al-Mu'minin Foundation","Amir al-Mu'minin Foundation Amir al-Mu'minin Foundation is a-not-for-profit organization establishing in order to provide assistance to orphans whose parents affected by the violence in the Southern Thailand.  The assistance consists of sheltering, consecutive education, medical health care services. contact : Office Amirunmu'minin foundation Provides Scholorship : at 8 R. Sirorosd muang, Yala, Thailand 95000 Tel :066 73-240 139 On the shipping documents 101-103 Rd.PIMOLCHAI  SATENG  MEANG YALA, Thailand 95000 Tel      : 066 73-213 063 Fax     : 066 73-221 802 Mobile :066 89-297 5509","","http://www.amir-found.org",":066 73-240 139 ","info@amir-found.org amir_amirfound@gmail.com"," "
"youth-education","Anandamahidol Foundation","Anandamahidol Foundation The King has graciously bestowed his private property to establish the charity in order to support students who have excellent academic with high moral having an opportunity to study the most
    highest level abroad and bring back the knowledge to benefit the country. The applicants do not need to take exam, there is a committee who are qualified in 8 field to recruit candidates to receive the scholarship The applicants do not need to take exam, There is a committee consisting of qualified person in 8 field to recruit candidates to receive the scholarship and respectfully request  to the king
    for his royal clemency decision the donors who would like to donate to the foundation individually or as a group please contact to the address below : Contact : Anandamahidol Foundation Secretary-General office, Privy Council, Royal Palace Tel 02-623-5833 to 4","","http://www.kanchanapisek.or.th"," 02-623-5833 to 4"," "," "
"youth-education","Abundant Life Foundation","Abundant Life Foundation Christian foundation with various projects for children and youth (Chiang Mai) Contact: Telephone: 053-104594, 053-495978 Province: Chiang Mai Address: 48/2 Moo 8, Tumbon LuangNhua,, Amphur Doi
    Saket, Chiang Mai 50220, Thailand Volunteers: Review:","48/2 Moo 8, Tumbon LuangNhua,, Amphur Doi
    Saket,","http://www.alfthailand.org/thai_contact .html","053-104594, 053","info@lwmi.org"," Chiang Mai"
"youth-education","Asia Center Foundation","Asia Center Foundation Asia Center Foundation (ACF) is a christian charity registered as a Non Government Organization (NGO) on Phuket, Thailand in operation since 2002.  Its mission is to help disadvantaged
    children and children-at-risk by providing care, training and education so that they will fulfill their God-given potential. The ACF’s vision is to restore children to God, transform and develop them into leaders influencing their world. Asia Center Foundation 100/35 Vichit Songkram Rd Moo 7 Kathu Phuket, Thailand 83120","","http://www.asiacenterfoundation.org/"," "," "," "
