UEN No,Charity Status,Date of Charity Registration,IPC Status,IPC Period,Website,Details URL,country,name,address,cause_area
199600830Z,Registered,22/02/1996,Live,From 30/10/2016 To 29/10/2018,http://www.kdf.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDdkZjI5MzItNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KIDNEY DIALYSIS FOUNDATION LIMITED,333 KRETA AYER ROAD #03-33 KRETA AYER HEIGHTS Singapore 080333,Health
S87SS0067K,Registered,21/09/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YTFiOWQ3MDYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KIEW LEE TONG TEMPLE,5 JALAN TAMBUR  ISLAND PARK Singapore 576778,Religious
S69SS0014A,Registered,20/12/1984,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzY5MmRlODMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Kim Chuan Whuap Tuah Temple, The",397 Bukit Batok West Avenue 8   Singapore 658964,Religious
S93SS0093B,Registered,20/01/1994,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2NhNTU2M2QtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kim Eang Tong,791 Ang Mo Kio Avenue 1   Singapore 569974,Religious
S96SS0046B,Registered,23/09/1996,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2M4NmU1ZTYtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Kim Keat Christian Church,11 Beng Wan Road   Singapore 339843,Religious
S66SS0042J,Registered,30/01/1985,Not applicable,Not applicable,http://www.ktcc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzVjZWM0YTctNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Kim Tian Christian Church Singapore,811 Upper Serangoon Road   Singapore 534675,Religious
T08SS0162F,Registered,09/02/2010,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWNkNmRhMTEtN2I2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Kind Gift,821 Tampines Street 81 #01-214  Singapore 520821,Social and Welfare
T00SS0052C,Registered,17/01/2004,Not applicable,Not applicable,www.kingofglorychurch.net,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDZiMzU2NmMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,King of Glory Church,35A Norris Road (Second Floor)   Singapore 208277,Religious
T01SS0001J,Registered,30/01/2003,Not applicable,Not applicable,www.kjcsociety.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGUxMWRlYTgtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Kingdom of Jesus Christ Society,5001 BEACH ROAD #04-12G GOLDEN MILE COMPLEX Singapore 199588,Religious
201507765H,Registered,23/09/2016,Not applicable,Not applicable,http://kingdomcity.com/singapore/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2ZlNDkzNGQtMGNlNC1lNDExLTg5OTYtMDAwYzI5ZjYzOWJh,Singapore,KINGDOMCITY SINGAPORE LIMITED,26 ENG HOON STREET   Singapore 169776,Religious
201129376H,Registered,12/04/2012,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTk1NTk2NDYtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KOH ENG HIOK EDUCATIONAL FUNDS LTD.,18 JALAN TANAH PUTEH #18-00  Singapore 457341,Education
T07CC2009E,Registered,24/04/2007,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWNmZTJkZjMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KOLAM AYER CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,3188 GEYLANG BAHRU  KOLAM AYER COMMUNITY CLUB Singapore 339717,Community
S84SS0011E,Registered,17/08/1990,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjE0M2UyMGItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Kong Beng Tong Temple Association,23 Serangoon North Avenue 3   Singapore 555863,Religious
199607186C,Registered,17/12/1996,Not applicable,Not applicable,http://www.kmspks.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTFjZTdiZjUtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KONG MENG SAN PHOR KARK SEE MONASTERY,88 BRIGHT HILL ROAD  KONGMENGSAN PHORKARKSEE MONASTRY Singapore 574117,Religious
S90SS0006G,Registered,15/12/1990,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjA4NmVmYzMtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Koon Teck Tng,525 Balestier Road   Singapore 329854,Religious
S86CC0373D,Registered,13/09/1986,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2NiODRjMTItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KOR KEE HENG CHARITABLE TRUST,133 NEW BRIDGE ROAD #11-6 CHINATOWN POINT Singapore 059413,Others
S83SS0003J,Registered,17/08/1987,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDY3NTE3YWUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Korean Church in Singapore,21 GANGSA ROAD   Singapore 678973,Religious
S89CC0678E,Registered,11/08/1989,Live,From 01/04/2015 To 31/03/2018,http://www.pa.gov.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGRhMmYzYzktNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KRETA AYER- KIM SENG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,28A KRETA AYER ROAD   Singapore 088995,Community
197500851C,Registered,01/03/2011,Live,From 01/01/2015 To 31/12/2017,http://www.kapt.com.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MDg2MTM5ZGQtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KRETA AYER PEOPLE'S THEATRE FOUNDATION,30A KRETA AYER ROAD   Singapore 088997,Arts and Heritage
S70SS0005E,Registered,01/10/1987,Not applicable,Not applicable,http://www.krishnaourguide.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWZhNTU2M2QtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Krishna Our Guide,220 YISHUN STREET 21 #01-395 YISHUN GARDENS Singapore 760220,Religious
S86SS0046K,Registered,27/05/1991,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmVlNTFjY2EtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kuah Na Keng Temple Association,100 Jalan Sultan #09-10 Sultan Plaza Singapore 199001,Religious
S94SS0114J,Registered,17/07/1995,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTU5YThjMjctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kuan Hoon Dian Chinese Temple,1 Park Road #04-04 People's Park Complex Singapore 059108,Religious
T03SS0021G,Registered,03/02/2010,Not applicable,Not applicable,http://www.kuanimtng.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjcwMjRiOGItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kuan Im Tng Temple (Joo Chiat),62 Tembeling Road   Singapore 423586,Religious
S96SS0016J,Registered,29/02/1996,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OGI4Y2EzMGUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kuan Ti Temple,15 Choa Chu Kang Street 51   Singapore 689336,Religious
S61SS0183B,Registered,27/02/1991,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2Q0ZmUyZmItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"Kuang Chee Tng Buddhist Association, Singapore",125 MOULMEIN ROAD  KUANG CHEE TNG BUDDHIST ASSCTN Singapore 308081,Religious
S87CC0539B,Registered,03/12/1987,Not applicable,Not applicable,www.kumyan.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZmU5NGQ5MDYtN2I2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KUM YAN METHODIST CHURCH (FORMERLY:CANTONESE METHODIST KUM YAN CHURCH),1 QUEEN STREET  CANTONESE METHODIST KUM YAN CHURCH Singapore 188534,Religious
200722797E,Registered,09/09/2011,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2Y2YmZlNzAtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KUO PAO KUN FOUNDATION LIMITED,15 HOE CHIANG ROAD #26-02 TOWER FIFTEEN Singapore 089316,Arts and Heritage
S84CC0046E,Registered,17/04/1984,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Y2Y2NzYwZWUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KWAN IM THONG HOOD CHO TEMPLE,178 WATERLOO STREET  KWAN IM TEMPLE Singapore 187964,Religious
S84SS0002G,Registered,28/05/1990,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWQzMzI4MTUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kwan Siang Tng,70 Lowland Road   Singapore 547460,Religious
S92CC0904D,Registered,26/09/1992,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWM1NDgxMDUtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,KWAN YAM THENG BUDDHIST TEMPLE,245 AlexandraRoad   Singapore 159933,Religious
S92SS0035C,Registered,20/10/1994,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YWE4YTg2MzMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kwang Hua Buddhist Monastery,87 Tampines Link   Singapore 528742,Religious
S94SS0023E,Registered,20/01/1997,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTA4ZWIwYjctNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Kwang Tee Temple,561 Yishun Ring Road #01-01 to 05 (Unit 4) Singapore 768682,Religious
S75SS0041L,Registered,27/09/1984,Not applicable,Not applicable,www.kwaninwelfare.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmY2NzYwZWUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,KWAN-IN WELFARE SOCIETY,34 JALAN EUNOS   Singapore 419496,Religious
201615448C,Registered,18/07/2016,Live,From 18/07/2016 To 30/06/2018,www.kwsh.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWNhZDVkY2MtZGEzOS1lNjExLWI1NWMtMDAwYzI5ZjYzOWJh,Singapore,KWONG WAI SHIU HOSPITAL,705 SERANGOON ROAD  KWONG WAI SHIU HOSPITAL Singapore 328127,Health
200708204G,Registered,22/06/2009,Not applicable,Not applicable,http://www.lasalle.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NWM3MDVkMDItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LA SALLE CENTRE (LIMITED),490 EAST COAST ROAD  ST. PATRICK'S SECONDARY SCHOOL Singapore 429058,Education
S97SS0022B,Registered,09/01/1998,Live,From 01/05/2016 To 30/04/2019,http://www.lakeside.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MTMwMjRiOGItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LAKESIDE FAMILY SERVICES,516 JURONG WEST STREET 52 #01-73  Singapore 640516,Social and Welfare
S85SS0012F,Registered,01/04/1989,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2UxODYxOGYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Lam Hai Poh Toh San,825-B Jalan Limbok   Singapore 549853,Religious
199202950W,Registered,28/05/1993,Live,From 04/10/2015 To 03/10/2018,http://www.lasalle.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmYwOGYzMTQtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LASALLE COLLEGE OF THE ARTS LIMITED,1 MCNALLY STREET  LASALLE COLLEGE OF THE ARTS Singapore 187940,Arts and Heritage
201700430E,Registered,31/03/2017,Live,From 31/03/2017 To 30/03/2019,http://probono.lawsociety.org.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZTZhZGZjNjYtMjZkZS1lNjExLTg3ZTctMDAwYzI5ZjYzOWJh,Singapore,LAW SOCIETY PRO BONO SERVICES LIMITED,39 SOUTH BRIDGE ROAD   Singapore 058673,Others
T04SS0110B,Registered,11/11/2016,Live,From 16/12/2016 To 15/12/2018,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWY4YTg2MzMtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Lawn Bowls Association for the Disabled (Singapore),3 STADIUM DRIVE #01-34  Singapore 397630,Sports
S93SS0042C,Registered,01/11/1994,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NmQ3MDVkMDItN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Leang San King Temple,55 Lorong Puntong  Off Upper Thomson Road Singapore 576442,Religious
200906548Z,Registered,23/03/2010,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YmM4YzY4Y2QtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,LEAP FOUNDATION LTD.,170 UPPER BUKIT TIMAH ROAD #13-04 BUKIT TIMAH SHOPPING CENTRE Singapore 588179,Others
201228788H,Registered,25/03/2013,Not applicable,Not applicable,http://leap201.org/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzYxODYxOGYtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,LEAP PHILANTHROPY LTD.,10 ANSON ROAD #27-08 INTERNATIONAL PLAZA Singapore 079903,Others
195200045N,Registered,26/06/1984,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ODgzYWNkY2UtNzg2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,LEE FOUNDATION,65 CHULIA STREET #44-01 OCBC CENTRE Singapore 049513,Social and Welfare
197902917W,Registered,22/12/1986,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NzZjYjM5MWItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LEE KIM TAH FOUNDATION,20 JALAN AFIFI #07-01 CISCO CENTRE Singapore 409179,Social and Welfare
201204335M,Registered,04/03/2012,Live,From 04/03/2017 To 03/03/2021,http://www.bilingualism.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2I4Y2EzMGUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LEE KUAN YEW FUND FOR BILINGUALISM,1 NORTH BUONA VISTA DRIVE  MOE BUILDING Singapore 138675,Arts and Heritage
199104843M,Registered,19/10/1991,Live,From 26/09/2016 To 25/09/2019,http://www.pscscholarships.gov.sg/lky.html,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZTExMzhhMjEtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LEE KUAN YEW SCHOLARSHIP FUND,100 VICTORIA STREET #08-01 NATIONAL LIBRARY BUILDING Singapore 188064,Others
S61SS0184J,Registered,13/02/1992,Not applicable,Not applicable,http://www.legionmariae.net,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjJlZmI4OWQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,"Legion of Mary, The",- -  Catholic Archdiocesan Education Centre 2 Highland Road #03-10 Singapore 549102,Religious
S93SS0079A,Registered,23/08/1996,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MzY4NmU1ZTYtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,LEI ZANG SI (SINGAPORE),29 Lorong 19 Geylang   Singapore 388500,Religious
T06SS0031E,Registered,06/12/2012,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjFhNThkYjctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Lejia Society,79 Robinson Road #23-05 CPF Building Singapore 068897,Social and Welfare
S66SS0027A,Registered,16/10/1985,Live,From 01/02/2016 To 31/08/2018,http://lbkm.org.sg/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZDE2ZGJjNmEtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Lembaga Biasiswa Kenangan Maulud (Prophet Muhammad 's Birthday Memorial Scholarship Fund Board),448 Changi Road #04-01 Wisma Indah Singapore 419975,Others
S68SS0025H,Registered,03/11/1989,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2NiN2EyOTItNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LENG ERN JEE (TEMPLE),15 JALAN RAJAH   Singapore 329136,Religious
T00SS0004C,Registered,23/09/2002,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YzRhNThkYjctN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Leng Foong Prajna Temple,28 Lengkong Dua   Singapore 417705,Religious
S85SS0027B,Registered,13/10/1993,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=YjVkZTc3YzctN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Leng Hok San Hian Leng Temple Tian Se Tao Chiao,- -  Blk 7 No. 518 Geylang Lorong 3 Singapore 388960,Religious
S84SS0022F,Registered,29/12/1986,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=M2YyZjBhNjQtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,LENG HUP SAN CHEE CHEA TEMPLE,4 TECK WHYE LANE   Singapore 688800,Religious
S74SS0006K,Registered,25/09/1985,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Njk5MWVhNzgtNzk2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Leng Kong Toh Tong,"533 Yio Chu Kang Road, 16.5Km   Singapore 805949",Religious
S64SS0021D,Registered,01/08/1985,Not applicable,Not applicable,www.lkbc.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NDExMjUxNzctN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Leng Kwang Baptist Church,365 Bukit Timah Road   Singapore 259726,Religious
S95SS0035G,Registered,24/02/2003,Not applicable,Not applicable,http://www.lhm.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NTMxZmZjNDQtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Leong Hwa Monastery,67 Shrewsbury Road   Singapore 307834,Religious
S91SS0007H,Registered,07/01/1993,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTMxNmMzYTEtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Leong Nam Temple,70 SENGKANG WEST AVENUE   Singapore 797651,Religious
S94CC1027G,Registered,14/06/1994,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=N2U4Y2EzMGUtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LEONG SAN BUDDHIST TEMPLE,371 RACE COURSE ROAD   Singapore 218641,Religious
T02SS0150A,Registered,12/06/2003,Live,From 26/06/2017 To 25/06/2020,http://www.llf.org.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=ZGRlMmFhNTktN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Leukemia and Lymphoma Foundation,10 SINARAN DRIVE #10-20 SQUARE 2 Novena Medical Centre Singapore 307506,Health
201508668D,Registered,12/08/2015,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OTM3MjkwMGMtODllMS1lNDExLTg5OTYtMDAwYzI5ZjYzOWJh,Singapore,LEW FOUNDATION,201E TAMPINES STREET 23 #02-94  Singapore 527201,Others
T06CC1969B,Registered,14/06/2006,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MjYwNTAxNDAtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LIAN CHEE KEK BUDDIST TEMPLE,36B PAYA LEBAR CRESCENT   Singapore 536190,Religious
S85SS0078A,Registered,23/11/1992,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWQ4NzVjYTQtN2E2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,Lian Huay Temple,99 SIN MING ROAD   Singapore 575586,Religious
S91SS0035J,Registered,04/07/1991,Not applicable,Not applicable,Not applicable,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWYwODc5OWMtN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,LIAN SHAN SHUANG LIN MONASTERY,184 JALAN TOA PAYOH   Singapore 319944,Religious
200608289Z,Registered,26/12/2007,Not applicable,Not applicable,http://www.lienaid.org,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=Nzg3MzFmNDUtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,LIEN AID LIMITED,354 TANGLIN ROAD #03-18/19 TANGLIN INTERNATIONAL CENTRE Singapore 247672,Others
198000302D,Registered,16/04/1985,Not applicable,Not applicable,http://www.lienfoundation.org/,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=NjBhZjFkY2EtNzg2NS1lMzExLTgyZGItMDA1MDU2YjMwNDg0,Singapore,LIEN FOUNDATION,435 ORCHARD ROAD #12-06 WISMA ATRIA Singapore 238877,Social and Welfare
S86SS0056D,Registered,03/11/1987,Not applicable,Not applicable,http://www.lifebpc.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MGRjYTZlZTAtNzk2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Life Bible-Presbyterian Church,9-A Gilstead Road   Singapore 309063,Religious
T01SS0070D,Registered,03/07/2004,Not applicable,Not applicable,www.lcs.org.sg; www.lifechildcare.edu.sg,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=MWZiODRjMTItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,Life Care Society,138 PRINSEP STREET  LIFE CHURCH Singapore 188659,Social and Welfare
T01SS0039C,Registered,21/05/2004,Not applicable,Not applicable,www.lifechurchmissions.com,https://www.charities.gov.sg/_layouts/MCYSCPSearch/MCYSCPSearchOrgProfile.aspx?AccountId=OWRkNmQyMmItN2E2NS1lMzExLThmZGEtMDA1MDU2YjMwNDg1,Singapore,"Life Church and Missions, The",605A MACPHERSON ROAD #06-07 CITIMAC INDUSTRIAL COMPLEX Singapore 368240,Religious
