address,city,contact_number,country,description,email,name,website
"Jl. Gunung Putri No. 18
Garut - JAWA BARAT",,0262-233082,Indonesia,"['Jl. Gunung Putri No. 18', 'Garut - JAWA BARAT', 'Ph. 0262-233082,0815-6068005 Fax. 0262-233082']",,PIPA,
"Jl. Tubagus Ismail Raya 28C
Bandung
Bandung 40135 - JAWA BARAT",,,Indonesia,"['Jl. Tubagus Ismail Raya 28C\nBandung', 'Bandung 40135 - JAWA BARAT', 'Email: gusjur@ima-g.ar.itb.ac.id']",gusjur@ima-g.ar.itb.ac.id,Praksis,
"Jl. Dadaha Gunung Jati No.16 RT 02/03 Kelurahan Kahuripan Kecamatan Tawang
Tasikmalaya - JAWA BARAT",,0265-903077,Indonesia,"['Jl. Dadaha Gunung Jati No.16 RT 02/03 Kelurahan Kahuripan Kecamatan Tawang', 'Tasikmalaya - JAWA BARAT', 'Ph. 0265-903077 ']",,Priangan Institute(PI),
"Jl. M.Ali No.2 Rt.003/004
Tanah Baru Beji
Depok 16421 - JAWA BARAT",,021-7756071,Indonesia,"['Jl. M.Ali No.2 Rt.003/004\nTanah Baru Beji', 'Depok 16421 - JAWA BARAT', 'Ph. 021-7756071; 085691295777 Fax. 021-7756071', 'Email: pirac@cbn.net.id', 'Web: www.pirac.or.id']",pirac@cbn.net.id,Public Interest Research and Advocacy Center(PIRAC),www.pirac.or.id
"Jl. Guntur Melati no.9
Garut 44151 - JAWA BARAT",,0262-231462,Indonesia,"['Jl. Guntur Melati no.9', 'Garut 44151 - JAWA BARAT', 'Ph. 0262-231462,0815-9904704 Fax. 0262-231462']",,Pusat Informasi dan Studi Pembangunan(PISP),
"Jl.Tumenggung Wiradireja No 216 Cimahpar
Bogor 16155 - JAWA BARAT",,0251-8657002,Indonesia,"['Jl.Tumenggung Wiradireja No 216 Cimahpar', 'Bogor 16155 - JAWA BARAT', 'Ph. 0251-8657002 Fax. 0251-8657171', 'Web: www.pili.or.id']",,Pusat Informasi Lingkungan Indonesia(PILI),www.pili.or.id
"Jl. Pesantren Selatan, Desa Babakan
Kec. Ciwaringan
Cirebon 45167 - JAWA BARAT",,,Indonesia,"['Jl. Pesantren Selatan, Desa Babakan\nKec. Ciwaringan', 'Cirebon 45167 - JAWA BARAT']",,Pusat Informasi Pelayanan Keluarga Maslahah(PIPKM),
"Gedung B Lantai 2 Kampus FISIP UI
Depok. 16424 - JAWA BARAT",,021- 7865879,Indonesia,"['Gedung B Lantai 2 Kampus FISIP UI', 'Depok. 16424 - JAWA BARAT', 'Ph. 021- 7865879; 081288994583 Fax. 021-78887063', 'Web: www.puskapol.ui.ac.id']",,Pusat Kajian Antropologi Fakultas Ilmu Sosial and Ilmu Politik Universitas Indonesia(Puskapol UI),www.puskapol.ui.ac.id
"Fakultas Hukum Universitas Indonesia
Kampus UI
Depok 16424 - JAWA BARAT",,021-7863442,Indonesia,"['Fakultas Hukum Universitas Indonesia\nKampus UI', 'Depok 16424 - JAWA BARAT', 'Ph. 021-7863442; 7863443 Fax. 021-7270052', 'Email: goodgov_studies@yahoo.com']",goodgov_studies@yahoo.com,Pusat Kajian dan Kepemerintahan yang Baik(PKKB),
"Selo Soemardjan Research Center (SSRC) 
Gedung H Lt.6, Cubicle E FISIPUI Kampus UI Depok
Depok 16424 KOTA DEPOK - JAWA BARAT",,021,Indonesia,"['Selo Soemardjan Research Center (SSRC) \nGedung H Lt.6, Cubicle E FISIPUI Kampus UI Depok', 'Depok 16424 KOTA DEPOK - JAWA BARAT', 'Ph. 021:78849720 Fax. 021:7872820', 'Email: email: pkd.fisipui@gmail.com; pkd.fisipui@gmail.com', 'Web: www.pusatrisetui.ac.id']",email: pkd.fisipui@gmail.com; pkd.fisipui@gmail.com,Pusat Kajian Disabilitas Fisip UI(Pusat Kajian Disabil),www.pusatrisetui.ac.id
"Kampus IPB Baranangsiang 
Jl. Pajajaran
Bogor 16144 KOTA BOGOR - JAWA BARAT",,0251-8356420,Indonesia,"['Kampus IPB Baranangsiang \nJl. Pajajaran', 'Bogor 16144 KOTA BOGOR - JAWA BARAT', 'Ph. 0251-8356420/0817854308/08569180820 Fax. 0251-8356420', 'Email: hangesti-widyasari@yahoo.com; hangesti.widyasari@gmail.com', 'Web: www.pkga.ipb.ac.id']",hangesti-widyasari@yahoo.com; hangesti.widyasari@gmail.com,Pusat Kajian Gender Anak LPPM IPB(PKGA IPB),www.pkga.ipb.ac.id
"Gedung Fisip UI Nusantara II Lantai 1
Jl. Margonda Raya Pondok Cina
Depok 16421 KOTA DEPOK - JAWA BARAT",,021-78849181,Indonesia,"['Gedung Fisip UI Nusantara II Lantai 1\nJl. Margonda Raya Pondok Cina', 'Depok 16421 KOTA DEPOK - JAWA BARAT', 'Ph. 021-78849181 Fax. 021-78849181', 'Email: puskapa@puskapa.org', 'Web: www.puskapa.org']",puskapa@puskapa.org,Pusat Kajian Perlindungan Anak Universitas Indonesia(Puskapa UI),www.puskapa.org
"Jl. Bale Rotan no.11 Rt003/05
Desa Cikiwul kec. bantar Gebang
Bekasi 17310 - JAWA BARAT",,,Indonesia,"['Jl. Bale Rotan no.11 Rt003/05\nDesa Cikiwul kec. bantar Gebang', 'Bekasi 17310 - JAWA BARAT', 'Email: Ydioke@indosat.net.id']",Ydioke@indosat.net.id,Pusat Kegiatan Anak - Yayasan Dinamika Indonesia(PKA-YDI),
"Jl. Kidang Pananjung No. 121  
Pangandaran
Ciamis 46396 - JAWA BARAT",,065- 7088861,Indonesia,"['Jl. Kidang Pananjung No. 121  \nPangandaran', 'Ciamis 46396 - JAWA BARAT', 'Ph. 065- 7088861 Fax. 065- 639164']",,Pusat Pendidikan Lingkungan Pesisir(PPLP),
"Jl. Noenoeng Tisnasaputra No. 16
Tasikmalaya - JAWA BARAT",,0265-331501,Indonesia,"['Jl. Noenoeng Tisnasaputra No. 16', 'Tasikmalaya - JAWA BARAT', 'Ph. 0265-331501 ']",,Pusat Penelitian dan Pengabdian Masyarakat(P3M),
"Jl. Duta XI Blok 00/4
Kemang Pratama
Bekasi 17116 - JAWA BARAT",,021-82402296,Indonesia,"['Jl. Duta XI Blok 00/4\nKemang Pratama', 'Bekasi 17116 - JAWA BARAT', 'Ph. 021-82402296 Fax. 021-82402296', 'Email: cenreds@centrin.net.id']",cenreds@centrin.net.id,Pusat Pengembangan Studi Kewiraswastaan Pembangunan Kota dan Wilayah(Cendreds),
"Jl. Pendawa Raya No.7 RT 05/15
Kel. Bantar Jati Kec. Bogor Utara
Bogor - JAWA BARAT",,0251-361767,Indonesia,"['Jl. Pendawa Raya No.7 RT 05/15\nKel. Bantar Jati Kec. Bogor Utara', 'Bogor - JAWA BARAT', 'Ph. 0251-361767; 345186; 344912 Fax. 0251-361767']",,Pusat Pengembangan Sumberdaya Manusia dan Aplikasi Teknologi(PPSMAT),
"Jl. Taman Hewan no. 22
Bandung - JAWA BARAT",,,Indonesia,"['Jl. Taman Hewan no. 22', 'Bandung - JAWA BARAT', 'Email: Bening_bumi@hotmail.com']",Bening_bumi@hotmail.com,Pusat Pengkajian Pertanahan dan Informasi Spasial(P3IS),
"Kampung Cikananga, Desa Cisitu
Kecamatan Nyalindung
Kabupaten Sukabumi SUKABUMI - JAWA BARAT",,,Indonesia,"['Kampung Cikananga, Desa Cisitu\nKecamatan Nyalindung', 'Kabupaten Sukabumi SUKABUMI - JAWA BARAT', 'Email: cikanangawildlifecenter@gmail.com', 'Web: www.cikanangawildcenter.com']",cikanangawildlifecenter@gmail.com,Pusat Penyelamatan Satwa Cikananga(PPS Cikananga),www.cikanangawildcenter.com
"Labtek IX A R,230, Jl. Ganesha 10
BAndung 40132 - JAWA BARAT",,022-2508164,Indonesia,"['Labtek IX A R,230, Jl. Ganesha 10', 'BAndung 40132 - JAWA BARAT', 'Ph. 022-2508164 Fax. 022-2508164', 'Email: psud@melsa.net.id,psud@ar.itb.ac.id']","psud@melsa.net.id,psud@ar.itb.ac.id",Pusat Studi Urban Desain-ITB(PSUD),
"Pondok Pesantren Cipasung
Rt.02/07 Cipakat
Singaparna
Tasik Malaya 46417 - JAWA BARAT",,0265-541314,Indonesia,"['Pondok Pesantren Cipasung\nRt.02/07 Cipakat\nSingaparna', 'Tasik Malaya 46417 - JAWA BARAT', 'Ph. 0265-541314; 08156024515 Fax. 0265-541314', 'Email: puspita_cps@yahoo.com']",puspita_cps@yahoo.com,Puspita Puan Hamal Hayati(Puspita PAH),
"Perumahan Bogor Baru, Jl. Danau Toba, Blok C-2 No.9
Kelurahan Tegallega, Kecamatan Bogor Tengah
Bogor 16127 - JAWA BARAT",,0251- 7568477,Indonesia,"['Perumahan Bogor Baru, Jl. Danau Toba, Blok C-2 No.9\nKelurahan Tegallega, Kecamatan Bogor Tengah', 'Bogor 16127 - JAWA BARAT', 'Ph. 0251- 7568477, 08128049657 Fax. 0251- 7568477', 'Email: office@puter.or.id']",office@puter.or.id,Puter Indonesia(Puter),
"Rektorat Building 8,5th Kampus UI Depok
Universitas Indonesia
Depok 16424 - JAWA BARAT",,021 7867222,Indonesia,"['Rektorat Building 8,5th Kampus UI Depok\nUniversitas Indonesia', 'Depok 16424 - JAWA BARAT', 'Ph. 021 7867222 ext.100347 Fax. 21 7884 9119', 'Email: climatechange_ui@yahoo.com', 'Web: http://rccc.ui.ac.id']",climatechange_ui@yahoo.com,Research Center for Climate ChangeUniversity of Indonesia(RCCC-UI),http://rccc.ui.ac.id
"Bogor Baru Blok C1 No.12A
Kel. Tegallega Kec. Bogor Tengah
Bogor 16127 KOTA BOGOR - JAWA BARAT",,0251-8311097,Indonesia,"['Bogor Baru Blok C1 No.12A\nKel. Tegallega Kec. Bogor Tengah', 'Bogor 16127 KOTA BOGOR - JAWA BARAT', 'Ph. 0251-8311097 ', 'Email: rmibogor@indo.net.id', 'Web: www.rmibogor.org']",rmibogor@indo.net.id,Rimbawan Muda Indonesia(RMI),www.rmibogor.org
"Jl. Jatayu Raya Blok  F6 No.21 
Komplek Jatibening Estate
Bekasi KOTA BEKASI - JAWA BARAT",,021-8475222,Indonesia,"['Jl. Jatayu Raya Blok  F6 No.21 \nKomplek Jatibening Estate', 'Bekasi KOTA BEKASI - JAWA BARAT', 'Ph. 021-8475222 Fax. 021-8475222', 'Email: rumahparenting@yahoo.com', 'Web: www.kitadanbuahhati.id']",rumahparenting@yahoo.com,Rumah Parenting Bekasi(Rumah Parenting Beka),www.kitadanbuahhati.id
"Jl. Malabar No.22
Bogor 16151 - JAWA BARAT",,0251-8374048,Indonesia,"['Jl. Malabar No.22', 'Bogor 16151 - JAWA BARAT', 'Ph. 0251-8374048 Fax. 0251-8374048', 'Email: eksekutif.sains@gmail.com', 'Web: www.sajogyo-institute.or.id']",eksekutif.sains@gmail.com,Sajogyo Institute(Sajogyo Institute),www.sajogyo-institute.or.id
"Jl. Ebah Rt 05/RW 02 No.97
Desa Cipaku Kec. Paseh
Kabupaten Bandung 40383 - JAWA BARAT",,022 - 5957433,Indonesia,"['Jl. Ebah Rt 05/RW 02 No.97\nDesa Cipaku Kec. Paseh', 'Kabupaten Bandung 40383 - JAWA BARAT', 'Ph. 022 - 5957433 Fax. 022 - 5957433', 'Email: sapa_bdg@yahoo.co.id', 'Web: www.sapainstitut.or.id']",sapa_bdg@yahoo.co.id,Sapa Institut(Sapa),www.sapainstitut.or.id
"Jl. Gunung Gede IX Blok C. No. 42 Perumnas II Kel. Kauringin Jaya, Kec. Bekasi Selatan
Kota Bekasi 17144 - JAWA BARAT",,021-49017307,Indonesia,"['Jl. Gunung Gede IX Blok C. No. 42 Perumnas II Kel. Kauringin Jaya, Kec. Bekasi Selatan', 'Kota Bekasi 17144 - JAWA BARAT', 'Ph. 021-49017307; 93136201 ', 'Email: sapulidi.foundation@gmail.com', 'Web: www.sapulidinews.com']",sapulidi.foundation@gmail.com,Satuan Pemuda Lingkar Demokrasi(Sapulidi),www.sapulidinews.com
"Perum Bogor Baru Taman
Jalan Cisangkui, Blok B 6 No 1
Bogor 16127 - JAWA BARAT",,0251 - 8352171,Indonesia,"['Perum Bogor Baru Taman\nJalan Cisangkui, Blok B 6 No 1', 'Bogor 16127 - JAWA BARAT', 'Ph. 0251 - 8352171 Fax. 0251 - 8352047', 'Email: info@sawitwatch.or.id', 'Web: http://sawitwatch.or.id']",info@sawitwatch.or.id,Sawit Watch(Sawit Watch),http://sawitwatch.or.id
"Jl. Malabar No. 22
Bogor 16151 - JAWA BARAT",,0251-374048,Indonesia,"['Jl. Malabar No. 22', 'Bogor 16151 - JAWA BARAT', 'Ph. 0251-374048, 376972 Fax. 0251-374048', 'Email: eksekutif.sains@gmail.com', 'Web: www.sayogyo-institute.org']",eksekutif.sains@gmail.com,Sayogyo Institute(Sayogyo Institute),www.sayogyo-institute.org
"Jl. Dago Barat No.21/159D Kecamatan Coblong
Bandung 40135 KOTA BANDUNG - JAWA BARAT",,082315202972,Indonesia,"['Jl. Dago Barat No.21/159D Kecamatan Coblong', 'Bandung 40135 KOTA BANDUNG - JAWA BARAT', 'Ph. 082315202972 ', 'Email: sekolahkecilanakmerdeka1@gmail.com']",sekolahkecilanakmerdeka1@gmail.com,Sekolah Kecil nak Merdeka(Sekam),
"Dusun 04 RT 03 RW 09 Desa Gebang Kulon Kecamatan Gebang
Kabupaten Cirebon 45191 - JAWA BARAT",,081319716775,Indonesia,"['Dusun 04 RT 03 RW 09 Desa Gebang Kulon Kecamatan Gebang', 'Kabupaten Cirebon 45191 - JAWA BARAT', 'Ph. 081319716775 ', 'Email: bung_budi@yahoo.co.id']",bung_budi@yahoo.co.id,Serikat Nelayan Indonesia Kabupaten Cirebon(SNI Cirebon),
"Jl. Laswi No. 1 Kel. Tawang Kota
Tasikmalaya - JAWA BARAT",,,Indonesia,"['Jl. Laswi No. 1 Kel. Tawang Kota', 'Tasikmalaya - JAWA BARAT']",,Serikat Petani Pasunda Tasikmalaya(SPP Tasikmalaya),
"Jl. Raya Samarang no.686
Ngontong Tarogong
Garut 44151 - JAWA BARAT",,0262-238922,Indonesia,"['Jl. Raya Samarang no.686\nNgontong Tarogong', 'Garut 44151 - JAWA BARAT', 'Ph. 0262-238922, 0265-320196, 0812 Fax. 0262-231198', 'Email: agustiana56@hotmail.com']",agustiana56@hotmail.com,Serikat Petani Pasundan(SPP),
"Rt1/3 Jayasar Tunjungsari
Sumedang - JAWA BARAT",,022-7911046,Indonesia,"['Rt1/3 Jayasar Tunjungsari', 'Sumedang - JAWA BARAT', 'Ph. 022-7911046 Fax. 022-7911530']",,Serikat Tani Kerakyatan Sumedang(STKS),
"Jl. Zambrud no. 11 Buah batu
Bandung - JAWA BARAT",,022-7307635,Indonesia,"['Jl. Zambrud no. 11 Buah batu', 'Bandung - JAWA BARAT', 'Ph. 022-7307635 Fax. 022-7307635']",,SKEPO,
"Jl. Gunung Batu 5 Ciumbuleuit
Bandung 23371 - JAWA BARAT",,022-233712,Indonesia,"['Jl. Gunung Batu 5 Ciumbuleuit', 'Bandung 23371 - JAWA BARAT', 'Ph. 022-233712 ']",,Solidaritas Moral Anti Narkotika(SMART),
"Jl. Paseh Cigaraja I No.09
Tasikmalaya 46115 - JAWA BARAT",,081323875767,Indonesia,"['Jl. Paseh Cigaraja I No.09', 'Tasikmalaya 46115 - JAWA BARAT', 'Ph. 081323875767 ']",,Solidaritas Warga Pribumi(SWAP),
"Jl. Sari Endah No. 9
Bandung 40152 - JAWA BARAT",,022-2012881,Indonesia,"['Jl. Sari Endah No. 9', 'Bandung 40152 - JAWA BARAT', 'Ph. 022-2012881 Fax. 022-2011026', 'Email: sos@sos.or.id', 'Web: www.sos.or.id']",sos@sos.or.id,SOS Children Village Indonesia(SOS),www.sos.or.id
"Jl. Otista No. 278A Tarogong
Garut 44151 - JAWA BARAT",,0262-233549,Indonesia,"['Jl. Otista No. 278A Tarogong', 'Garut 44151 - JAWA BARAT', 'Ph. 0262-233549 Fax. 0262-233549']",,"STIE "" YASA  ANGGANA """,
"Jl. Ancol Timur XIV No.16
Bandung - JAWA BARAT",,022-5202471,Indonesia,"['Jl. Ancol Timur XIV No.16', 'Bandung - JAWA BARAT', 'Ph. 022-5202471; 081573640436 Fax. 022-5228273', 'Email: riadjohani@yahoo.com']",riadjohani@yahoo.com,Studio Driya Media (SDM),
"Jl. Gunung Jaya Permai no.4
Cisaat
Sukabumi - JAWA BARAT",,0266-212841,Indonesia,"['Jl. Gunung Jaya Permai no.4\nCisaat', 'Sukabumi - JAWA BARAT', 'Ph. 0266-212841; 08164866071 ']",,Suara Lingkungan(Suling),
"Kp. Tegalgede  Jl. Cirebon RT/RW 05/11 Kelurahan Kotabaru Kecamatan Cibeureum
Tasikmalaya - JAWA BARAT",,,Indonesia,"['Kp. Tegalgede  Jl. Cirebon RT/RW 05/11 Kelurahan Kotabaru Kecamatan Cibeureum', 'Tasikmalaya - JAWA BARAT']",,Wadah Aspirasi Masyarakat Indonesia(Warmasindo),
"Jl.Purwakarta 162 Antapati
Bandung - JAWA BARAT",,022-7203855,Indonesia,"['Jl.Purwakarta 162 Antapati', 'Bandung - JAWA BARAT', 'Ph. 022-7203855 ']",,WAHLI Jawa-barat,
"Jl. Cikutra Baru X No.5
Bandung KOTA BANDUNG - JAWA BARAT",,,Indonesia,"['Jl. Cikutra Baru X No.5', 'Bandung KOTA BANDUNG - JAWA BARAT', 'Email: walhijabar@gmail.com', 'Web: www.walhijabar.org']",walhijabar@gmail.com,Walhi Jawa Barat(Walhi Jabar),www.walhijabar.org
"Jl. Bengawan no.1 Paviliun
Bandung 40114 - JAWA BARAT",,022-7279808,Indonesia,"['Jl. Bengawan no.1 Paviliun', 'Bandung 40114 - JAWA BARAT', 'Ph. 022-7279808 ']",,West Java Corruption Watch,
"Jl. A. Yani 53
Bogor 16161 - JAWA BARAT",,0251-8312189,Indonesia,"['Jl. A. Yani 53', 'Bogor 16161 - JAWA BARAT', 'Ph. 0251-8312189 Fax. 0251-8325755', 'Email: admin@wetlands.or.id', 'Web: www.wetlands.or.id']",admin@wetlands.or.id,Wetlands International Asia Pacific-Indonesia Programme(WIAP-IP),www.wetlands.or.id
"Griya Katulampa Blok D3 No.4
Bogor 16710 - JAWA BARAT",,0251-331-578,Indonesia,"['Griya Katulampa Blok D3 No.4', 'Bogor 16710 - JAWA BARAT', 'Ph. 0251-331-578 Fax. 0251-331-578']",,YAHI,
"Jl. Ciung Wanara No.4A
Bandung 40132 - JAWA BARAT",,022-2506360,Indonesia,"['Jl. Ciung Wanara No.4A', 'Bandung 40132 - JAWA BARAT', 'Ph. 022-2506360 ', 'Email: ciungwanara@simpang3.bn3.com', 'Web: ciungwanara@usa.net']",ciungwanara@simpang3.bn3.com,Yayasa Ciung Wanara(YCW),ciungwanara@usa.net
"Jl. Kiara II no.20
Komp. Bumi Kiara, Kiaracondong
Bandung 40281 - JAWA BARAT",,022-7300644,Indonesia,"['Jl. Kiara II no.20\nKomp. Bumi Kiara, Kiaracondong', 'Bandung 40281 - JAWA BARAT', 'Ph. 022-7300644 ']",,Yayasan Adil Bersatu Indonesia(Yasindo),
"Jl.Tubagus Ismail II no.2
Bandung 40123 - JAWA BARAT",,022-2502302,Indonesia,"['Jl.Tubagus Ismail II no.2', 'Bandung 40123 - JAWA BARAT', 'Ph. 022-2502302 Fax. 022-2535824', 'Email: akatiga@akatiga.org', 'Web: http://www.akatiga.org']",akatiga@akatiga.org,Yayasan Akatiga(Akatiga),http://www.akatiga.org
"Jl. Dago Jati 3/162 A
Bandung 40135 - JAWA BARAT",,022-251-1907,Indonesia,"['Jl. Dago Jati 3/162 A', 'Bandung 40135 - JAWA BARAT', 'Ph. 022-251-1907 Fax. 250-4642', 'Email: Rustanto@yahoo.com']",Rustanto@yahoo.com,Yayasan Al Ishlah,
"Jababeka Cikarang Baru
Jl Cipegadungan Raya H2/29
Cikarang Pusat
Bekasi 17550 BEKASI - JAWA BARAT",,081332268330,Indonesia,"['Jababeka Cikarang Baru\nJl Cipegadungan Raya H2/29\nCikarang Pusat', 'Bekasi 17550 BEKASI - JAWA BARAT', 'Ph. 081332268330: 081393983838 (WA) ', 'Email: yayasan.anakbangsaindonesia@gmail.com; info@anakbangsa.info', 'Web: www.anakbangsa.info']",yayasan.anakbangsaindonesia@gmail.com; info@anakbangsa.info,Yayasan Anak Bangsa Indonesia(YAB Indonesia),www.anakbangsa.info
"Jl. Terusan LIga Raya Gg. Parakan Panjang Timur No.109 Rt.03/02
Bandung - JAWA BARAT",,022-2500283,Indonesia,"['Jl. Terusan LIga Raya Gg. Parakan Panjang Timur No.109 Rt.03/02', 'Bandung - JAWA BARAT', 'Ph. 022-2500283 Fax. 022-2500283', 'Email: merdeka@rad.ned.id']",merdeka@rad.ned.id,Yayasan Anak Merdeka(YAM),
"Jl. Johar Raya no.38 Kedung Waringin
Kec. Tanah Sareal
Bogor 16163 - JAWA BARAT",,0251- 381089,Indonesia,"['Jl. Johar Raya no.38 Kedung Waringin\nKec. Tanah Sareal', 'Bogor 16163 - JAWA BARAT', 'Ph. 0251- 381089; Iis 081380769616; Iim 081310803200 Fax. 0251-381089', 'Email: yasmina_yys@yahoo.com']",yasmina_yys@yahoo.com,Yayasan Aspirasi Muslimah Indonesia(YASMINA),
"Jalan Palayu Raya No.2, Kecamatan Bogor Utara
Bogor 16152 KOTA BOGOR - JAWA BARAT",,0251-8380832,Indonesia,"['Jalan Palayu Raya No.2, Kecamatan Bogor Utara', 'Bogor 16152 KOTA BOGOR - JAWA BARAT', 'Ph. 0251-8380832 Fax. 0251-8380832', 'Email: info@badak.or.id']",info@badak.or.id,Yayasan BAdak Indonesia(YABI),
"Jl. Belimbing No.18
Bandung - JAWA BARAT",,022-7208476,Indonesia,"['Jl. Belimbing No.18', 'Bandung - JAWA BARAT', 'Ph. 022-7208476 ', 'Email: baedau@yahoo.com']",baedau@yahoo.com,Yayasan Baedau Sapihanean,
"Jl. Budi Raya B2 cimindi Raya V 
Cimahi Utara
Cimahi 40514 - JAWA BARAT",,022-6613111,Indonesia,"['Jl. Budi Raya B2 cimindi Raya V \nCimahi Utara', 'Cimahi 40514 - JAWA BARAT', 'Ph. 022-6613111 ', 'Email: tidusaniy@bdg.centrin.net.id']",tidusaniy@bdg.centrin.net.id,Yayasan Bakti Dua Insan Waliyyulloh(Tidusany),
"Ruko Bumi Kopo, Jl. Sendi Kencana 
B-III No. 3
Bandung 40332 - JAWA BARAT",,6044456,Indonesia,"['Ruko Bumi Kopo, Jl. Sendi Kencana \nB-III No. 3', 'Bandung 40332 - JAWA BARAT', 'Ph. 6044456,6044458 Fax. 6044456']",,Yayasan Bina Budaya Bangsa(YBBB),
"Jl. Sriwijaya V No. 1
Sukabumi - JAWA BARAT",,0266-230989,Indonesia,"['Jl. Sriwijaya V No. 1', 'Sukabumi - JAWA BARAT', 'Ph. 0266-230989 ']",,Yayasan Bina Guna Lingkungan,
"Jl. Ciwidey
Bandung - JAWA BARAT",,,Indonesia,"['Jl. Ciwidey', 'Bandung - JAWA BARAT']",,Yayasan Bina Hijau Indonesia,
"Jl. Kompleks Perumahan Bina Karya no. 1
Bandung 40393 - JAWA BARAT",,022-7830174,Indonesia,"['Jl. Kompleks Perumahan Bina Karya no. 1', 'Bandung 40393 - JAWA BARAT', 'Ph. 022-7830174 Fax. 022-7830174']",,Yayasan Bina Karya(YBK),
"Jl.Sempur no.63
Bogor - JAWA BARAT",,0251-351153,Indonesia,"['Jl.Sempur no.63', 'Bogor - JAWA BARAT', 'Ph. 0251-351153 ']",,Yayasan Bina Khatulistiwa Indonesia(YBKI),
"Jl. Taman Sari 29
Bandung 40116 - JAWA BARAT",,022-441466,Indonesia,"['Jl. Taman Sari 29', 'Bandung 40116 - JAWA BARAT', 'Ph. 022-441466 Fax. 022-437643']",,Yayasan Bina Konsumen Indonesia(YBKI),
"Gang Haji Mugni 
Desa Setia Mekar Tambun Selatan
Bekasi - JAWA BARAT",,08128749257,Indonesia,"['Gang Haji Mugni \nDesa Setia Mekar Tambun Selatan', 'Bekasi - JAWA BARAT', 'Ph. 08128749257 ', 'Email: binasentra@excite.com']",binasentra@excite.com,Yayasan Bina Masyarakat Sejahtera Bekasi(BMS),
"Jl Ismaya 2 No 20, Perumahan Indraprasta
Bogor 16153 - JAWA BARAT",,,Indonesia,"['Jl Ismaya 2 No 20, Perumahan Indraprasta', 'Bogor 16153 - JAWA BARAT']",,Yayasan Bina Potensia(Bina Potensia),
"Komp. Ruko Soreang Permai B-13, Jl. Raya Soreang
Bandung - JAWA BARAT",,022-5893467,Indonesia,"['Komp. Ruko Soreang Permai B-13, Jl. Raya Soreang', 'Bandung - JAWA BARAT', 'Ph. 022-5893467, 5892700 ']",,Yayasan Bina Profesi Mandiri(YBPM),
"Jl.Gandamanah No.74 Rt.02/12 Tugu Selatan Cisarua
Bogor 16750 - JAWA BARAT",,0251-254531,Indonesia,"['Jl.Gandamanah No.74 Rt.02/12 Tugu Selatan Cisarua', 'Bogor 16750 - JAWA BARAT', 'Ph. 0251-254531 Fax. 0251-253334', 'Email: bsb_agatha@telkom.net']",bsb_agatha@telkom.net,Yayasan Bina Sarana Bakti(YBSB),
"Jl. Gandamanah No.74, Tugu Selatan 
Cisarua
Bogor 16750 - JAWA BARAT",,0251-8254531,Indonesia,"['Jl. Gandamanah No.74, Tugu Selatan \nCisarua', 'Bogor 16750 - JAWA BARAT', 'Ph. 0251-8254531 Fax. 0251-825334', 'Email: info@bsb-agatho.org', 'Web: http://www.bsb-agatho.org']",info@bsb-agatho.org,Yayasan Bina Sarana Bhakti(BSB),http://www.bsb-agatho.org
"Komp. Kehutanan Cikoneng 6B
Ciomas
Bogor 16610 - JAWA BARAT",,0251-635854,Indonesia,"['Komp. Kehutanan Cikoneng 6B\nCiomas', 'Bogor 16610 - JAWA BARAT', 'Ph. 0251-635854 Fax. 0251-639469', 'Email: bisma@bogor.wasantara.net.id']",bisma@bogor.wasantara.net.id,Yayasan Bina Sarana Mandiri(BISMA),
"Jl. Cijerah Gg Al Hidayah no.40 Rt 07/04
Bandung 40213 - JAWA BARAT",,022-600601,Indonesia,"['Jl. Cijerah Gg Al Hidayah no.40 Rt 07/04', 'Bandung 40213 - JAWA BARAT', 'Ph. 022-600601; 08122339928 Fax. 022-7279320', 'Email: ybahtera@indosat.net.id']",ybahtera@indosat.net.id,Yayasan Bina Sejahtera Indonesia Bandung(Bahtera Bandung),
"Jl. Raya Singaparna No. 46 Cintaraja - Singaparna
TasikMalaya - JAWA BARAT",,0265-546146,Indonesia,"['Jl. Raya Singaparna No. 46 Cintaraja - Singaparna', 'TasikMalaya - JAWA BARAT', 'Ph. 0265-546146 Fax. 0265-544404']",,Yayasan Bina Sektor Informasi,
"Jl. Cibiru Raya no. 42
Bandung - JAWA BARAT",,022-7318170,Indonesia,"['Jl. Cibiru Raya no. 42', 'Bandung - JAWA BARAT', 'Ph. 022-7318170 Fax. 022-7318170']",,Yayasan Bina Swadaya Bangsa(YBSB),
"Desa Benteng, Kecamatan Campaka, Purwakarta
Jawa Barat
Purwakarta PURWAKARTA - JAWA BARAT",,08111074321,Indonesia,"['Desa Benteng, Kecamatan Campaka, Purwakarta\nJawa Barat', 'Purwakarta PURWAKARTA - JAWA BARAT', 'Ph. 08111074321 ', 'Email: info@binatani.or.id', 'Web: www.binatani.or.id']",info@binatani.or.id,Yayasan Bina Tani Sejahtera(YBTS),www.binatani.or.id
"Jl.Marta no.56 Rt 04/11 
Desa Cisalak
Subang 41283 - JAWA BARAT",,0260-480695,Indonesia,"['Jl.Marta no.56 Rt 04/11 \nDesa Cisalak', 'Subang 41283 - JAWA BARAT', 'Ph. 0260-480695; 08129473019 ']",,Yayasan Bina Ummah(YBU),
